id,name,country,description,category,ingredients,instructions
99655b86-3cf6-489a-bfa5-ca1387c0443b,Tortellini Şeklinde Kızarmış Mantı,Turkey,"İtalyan mutfağından ilham alan, tortellini şeklinde kızarmış lezzetli mantı tarifi.",Börek & Hamur İşi,"[""3 su bardağı un"", ""1,5 su bardağı su"", ""1 adet yumurta""]","[""Un, su, yumurta ve tuzu bir kaba veya miksere alıyoruz ve yoğurmaya başlıyoruz."", ""Hamur pürüzsüz ve toplu hal alınca hamuru bir kaba alıp üzerini ve altını hafif unlayarak üzerini kapatıyor, dolaba yaklaşık 1 saat veya 30 dakika dinlenmeye bırakıyoruz."", ""Hamur dinlenirken iç malzememiz olan kıymayı bir kaba alıyoruz üzerine rendelenmiş soğan, sarımsak ve diğer baharatları atıp yaklaşık 5 dakika yoğuruyoruz."", ""Açtıktan sonra ortalama 3 santime 3 santim olarak kare şekilde kesiyoruz ve iç harcı her kareye birer nohut tanesi kadar iç harç koyuyoruz ve önce ikiye katlayıp ardından sol işaret parmağımızın etraf"", ""Ardından ocağa tencerede su koyuyoruz ve kaynadığında içine sıvı veya zeytinyağı ekleyip tuz ilave ediyoruz ve mantılarımızı içine atıyoruz  ve 6 dakika haşlıyoruz, haşlanan mantıları süzüp tabağa alı"", ""Yoğurt sos için yoğurdu bir kaba alıp üzerine sarımsağı atıyoruz (doğranmış) tuz ve naneyi ekleyip karıştırıyoruz. Ayrı bir yerde ise tavayı ocağa alıp tereyağını ısıtıyoruz, üzerine kırmızı toz biber"", ""Tabaktaki mantının üzerine yoğurt sosu ardından tereyağlı sosu ekleyip üzerini maydonoz ile süsleyip servis edebilirsiniz. AFİYET OLSUN.""]"
ffe6ebe5-4e91-4261-971f-f0c12b4e9f3a,Yaprak Patates,Turkey,Zeytinyağıyla harmanlanmış ince patates dilimlerinin fırında çıtırlaştığı lezzetli bir tarif.,Ana Yemek,"[""2 adet orta boy patates"", ""4 yemek kaşığı zeytinyağı"", ""1 çay kaşığı tuz""]","[""Kabukları ince ve şekilleri olabildiğince muntazam olan patateslerin kabuklarını fırçalayarak temizleyin."", ""Bol suda yıkadığınız patateslerin üzerini kağıt havlu yardımıyla kurulayın. Patateslerin kabuklarını soymanıza gerek yok."", ""Patatesleri taban kısımlarına denk getirmeden halka şeklinde ince ince dilimleyin. Olabildiğine ince dilimlenmeleri önemli."", ""Üzerlerini bir yumurta fırçası yardımıyla yağladığınız patateslerin üzerine tuz serpiştirdikten sonra önceden ısıtılmış 180 derece fırında 45 dakika kadar pişirin."", ""Ortadan ikiye kesip çekirdeklerini çıkardığınız renkli dolmalık biberleri, çok küçük parçalar halinde doğrayın. Maydanoz yapraklarını incecik kıyın. Çekirdeksiz yeşil zeytinleri biberlerle uyumlu olac"", ""Tereyağını geniş tabanlı bir tavada kızdırın. Doğramış olduğunuz renkli dolmalık biberleri tereyağında soteleyin."", ""Çekirdeksiz yeşil zeytin parçaları ve haşlanmış mısır taneleri kattığınız karışımı, kısık ateşte kısa bir süre daha sotelemeye devam edin."", ""İncecik kıyılmış maydanoz, tuz ve taze çekilmiş tane karabiber kattığınız sote karışımını bir kenarda bekletin."", ""Fırından çıkardığınız yaprak patateslerin dilim aralarına rendelenmiş cheddar peyniri serpiştirdikten sonra 10-15 dakika süreyle peynirler eriyene kadar yeniden fırınlayın."", ""Peyniri eriyen ve dumanı tüten sıcak patatesleri, servis tabaklarına alın. Tereyağında baharatlarla birlikte sotelediğiniz sebze karışımını üzerlerine gezdirdikten sonra sevdiklerinizle paylaşın.""]"
e3026cc5-3a50-4172-b47e-a07d35091625,Kahvaltılık Çikolata,Turkey,Ev yapımı kahvaltılık çikolata ile gününüze enerjik başlayın. Fındıklı sütlü çikolatanın lezzetini kahvaltı sofralarına taşıyın.,Tatlı,"[""100 gram çiğ fındık"", ""200 gram sütlü çikolata"", ""1 yemek kaşığı pudra şekeri"", ""2 yemek kaşığı kakao"", ""1 yemek kaşığı sıvı yağ""]","[""Tavaya fındıkları alıp 5 dakika kadar sürekli karıştırarak kavurun."", ""Blendera fındıkları alıp yağı çıkana kadar geçirin."", ""Fındıklarınız toz haline gelmeli."", ""Sıvı yağı, kakaoyu ve şekeri ekleyip blenderdan biraz daha çekin."", ""Koyu bir kıvam almalı."", ""Çikolatanın hepsini benmari usülü eritin."", ""Çikolata eriyince fındıklı karışım ile iyice karıştırın. Koyu krema gibi kıvam aldığını göreceksiniz."", ""Kahvaltılık çikolata tarifiniz hazır. Afiyet olsun!""]"
38660d2b-f942-4c33-9295-55d777248874,Bal Kabaklı Çörek,Turkey,"Lezzetli bal kabaklı çörek tarifi, çay saatlerinin vazgeçilmezi olacak.",Sebze Yemekleri,"[""85 gram tereyağı"", ""1/2 bardak ılık süt"", ""7 gram kuru maya"", ""3.5 bardak un"", ""1/4 bardak kahverengi şeker"", ""1/4 bardak toz şeker"", ""1 tatlı kaşığı tuz"", ""1/2 tatlı kaşığı tarçın"", ""1/4 tatlı kaşığı toz zencefil"", ""1 adet büyük boy yumurta"", ""160 gram bal kabağı püresi""]","[""Balkabağı dilimlerini yağlı kağıt serili bir fırın tepsisi içine dizin."", ""200 C fırında yaklaşık 30 dakika kadar pişirin. Dilimlerinizin kalınlığına bağlı olarak bu süre azalabilir yada artabilir. Kabaklar yumuşayıncaya kadar pişirmeniz yeterli. Daha sonra pişen dilimleri m"", ""Tereyağını eritin. Daha çok tereyağı aroması için yağı biraz fazla ısıtıp renginin koyulaşmasını sağlayabilirsiniz. Kenarda soğumaya bırakın."", ""Bir kasede ılık süt,kuru maya ve kullanacağımız şekerden bir tatlı kaşığı kadar ekleyip karıştırın ve 7-8 dakika mayalanması için bekletin. Bu süre içerisinde maya bir miktar köpürecek , ki bu mayanın"", ""Eritilmiş tereyağından birkaç yemek kaşığı ayırıp ( daha sonra çörek hamurunun içine süreceğiz)kalanını kuru malzemelere ekleyin."", ""Süt ve maya karışımını, bal kabağı püresini ve yumurtayı da ekleyin, ister mikser hamur aparatı ile isterseniz el ile 5 dakika kadar yoğurun. 1 saat kadar kabarması için sıcak bir yerde bekletin."", ""İç malzeme için, bir kasede 3/4 bardak kahverengi şeker, 1/4 bardak toz şeker, bir çimdik tuz ve 1/2 tatlı kaşığı tarçını karıştırın."", ""Mayalanan hamuru, unladığınız tezgahta yaklaşık 40*30 ölçülerinde bir dikdörtgen açın."", ""Önceden ayırdığınız tereyağını hamurun içine bir fırça ile sürün ve üzerine hazırladığınız şekerli iç malzemeyi eşit olarak serpin."", ""Dikdörtgen şeklindeki hamuru kenarlarından başlayarak uzun bir rulo şeklinde yavaşça sarın. \nKeskin bir bıçak ile çok fazla bastırmadan yaklaşık 2.5-3 cm 'lik eşit parçalar halinde kesin."", ""Yağladığınız yada yağlı kağıt serili fırın tepsisine yada kalıplara aralarında yaklaşık bir-iki parmak boşluk bırakarak yerleştirin. 23 cm'lik yuvarlak iki kalıp yada 20 cm'lik kare iki kalıp kullanab"", ""180 C ısıtılmış fırında çörekler kabarıp , altın sarısı rengini alana kadar pişirin. Çörekler ilk piştiğinde ya da yapıldıkları gün çok daha lezzetli oluyor. İsterseniz bir gece önceden yapıp ertesi g"", ""Peynirli sos için ; 120 gr labne peyniri mikser ile katılaşıncaya kadar çırpın."", ""1 su bardağı pudra şekerini ekleyin."", ""Son olarak 2 yemek kaşığı süt ekleyin. Süt miktarını istediğiniz akışkanlığa göre kendiniz de ayarlayabilirsiniz. \nÇöreklerin üzerine döküp servis yapın.""]"
e25c52f6-fe55-4116-b761-ff6a8803e12d,"Arroz con calabacín. Receta rápida, sabrosa y fácil",Spain,"Cómo hacer arroz con calabacín, una receta muy fácil y nutritiva que puede convertirse un plato perfecto para tu menú.",Plato Principal,"[""300 g. de arroz La Fallera bomba"", ""2 calabacines medianos"", ""1 cebolla"", ""2 dientes de ajo"", ""1 litro de caldo de verduras"", ""Aceite de oliva virgen extra"", ""Sal al gusto"", ""Pimienta negra molida"", ""Perejil fresco picado"", ""Queso parmesano rallado (opcional)""]","[""Para42.20€/pers.210kcal/100g"", ""El recetario español es inmenso. Podemos encontrar comidas típicas elaboradas a partir decarne,pescado,verduras… Y es que somos un país productor por excelencia. Desdela carne de cerdo, por ejemplo, pasando por frutas como el plátano o la fresa, siguiendo por el pescado, como el atún de la Almadraba, y otros tantos productos. Y también somosun país productor de grandes cantidades de verdura y de arroz.Así que hoy os traigo una receta que mezcla estos dos últimosingredientes."", ""Elarroz con calabacínesuna receta sencillay deliciosa de la cocina mediterránea. Aunque su origen no se puede atribuir a un país en particular, es muy popular aquí, en España, especialmente enlas regiones mediterráneas donde elcalabacínes una verdura muy cultivada,así como elarroz, el cual encontramos en abundancia en ciertas regiones de la Comunidad Valenciana. Nosotros para esta receta hemos escogidoel arroz bomba La Fallera."", ""De todos modos,recetas de arroz con verduras hay miles,y para muestra un botón. En nuestro blog puedes encontrar este arroz conespárragos verdes, que resulta sencilla a la par que deliciosa y nutritiva, o estearroz con níscalos, teniendo además de aliciente de poder ir a recoger tus propios níscalos, disfrutando de un día de campo. Y ahora sí, vamos con la elaboración de la receta que hoy nos ocupa, el arroz con calabacín."", ""Última revisión: 5 agosto 2025"", ""40 min.cocinando,30 min.para hacer y editar las fotos,120 min.para grabar y editar el vídeo,45 min.para redactar y35 min.para organizar y publicar todo en la web y en redes sociales.😊 Sin contar lo que dedicamos a investigar cómo hacer la mejor receta, comprar los ingredientes, comerla (y repetirla si no ha salido de rechupete), leer vuestros comentarios y responder a las dudas."", ""3.4/57votos"", ""Categorías:Comidas en familiaRecetas con arroz bombaRecetas con calabacínRecetas con pocos ingredientesRecetas de arrozRecetas de arroz con verdurasRecetas de verduras y hortalizasRecetas fáciles con arrozRecetas fáciles y rápidas"", ""Etiquetas:ajoarrozcalabacíncebollacocina españolapimienta negra""]"
3bd7b661-be69-4a96-a8ec-fd7e7a982e00,Fit İzmir Bombası,Turkey,Sağlıklı ve lezzetli glutensiz İzmer bombası tarifi. Şekersiz ve hafif bir atıştırmalık arayanlar için ideal.,Ana Yemek,"[""2 su bardağı glutensiz un"", ""1/2 yemek kaşığı stevia"", ""1/2 su bardağı ılık su"", ""1/2 çay bardağı (1 parmak eksik) zeytinyağı"", ""1 paket şekersiz çikolata""]","[""Malzemeleri derin bir kapta yoğuruyoruz ve 10 dakika dinlenmeye bırakıyoruz."", ""Hamuru eşit parçalara ayırıyoruz. Ben hamurumu 13 eşit parçaya ayırıyoruz."", ""Eşit parçalara ayırdığımız parçaları tek tek açıp içerilerine çikolataları koyuyoruz."", ""Daha sonra hamurumuzun ağzını kapatıp yağlı kağıt serilmiş tepsiye yerleştiriyoruz."", ""Önceden ısıtılmış 180 derecelik fırında 15-20 dakika pişiriyoruz."", ""Piştikten sonrada sıcak sıcak afiyetle yiyoruz.""]"
bef1288d-19d0-4d7a-a029-827efb93f3df,Çilekli Kolay Limonata,Turkey,"Taze çileklerin ferahlatıcı lezzetiyle hazırlanan, serinletici ve kolay limonata tarifi.",İçecek,"[""300 gram çilek"", ""1/2 adet limonun suyu"", ""1 litre su"", ""3 yemek kaşığı şeker""]","[""Çilekleri kesip rondaya koyalım, şekeri ve limonun suyunu da ilave edelim püre haline gelene kadar rondodan geçirelim. İçine suyumuzu da koyalım ve güzel karıştıralım."", ""Çilekli limonatamızı süzgeçten geçirelim."", ""Hemen ikram etmek isterseniz buzla servis yapalım veya 2 saat buzdolabında bekletelim. Afiyet olsun.""]"
10dfc9a1-d3f3-4d21-bf1a-4b2eeb04c972,Yoğurtlu Pazı,Turkey,"Taze pazı yapraklarının yoğurt ve zeytinyağıyla buluştuğu, ferahlatıcı ve lezzetli bir meze.",Ana Yemek,"[""2 yemek kaşığı zeytinyağı"", ""1 çay kaşığı tuz"", ""1 çay kaşığı sumak"", ""2 yemek kaşığı zeytinyağı"", ""Etimek Tatlısı Tarifi"", ""Damla Çikolatalı Kurabiye"", ""Tatlı Tarifleri Spoonful Mozaik Pasta Çikolatalı Sufle İrmik Helvası Fırın Sütlaç Profiterol Revani Magnolia"", ""Kahvaltılık Tarifler Pancake Krep Pişi Kuymak Kaygana Kahvaltılık Sos Menemen Muhlama Yumurtalı Ekmek Omlet"", ""Omlet""]","[""Pazıların saplarını ve kalın damar kısımları kesin yıkayın."", ""İnce ince doğrayın. Uygun bir tencereye zeytinyağını ekleyin."", ""Üzerine pazıları ilave edip saldığı suyunu çekene kadar kavurun."", ""Derin bir kaseye yoğurdu koyun sarımsakları rendeleyin."", ""Tuzunu da ekleyip karıştırın. Ilımış olan pazıları yoğurda ilave edin ve karıştırın. Afiyet olsun.""]"
a048a745-7631-4787-85c3-4b7ef92dc90c,Focaccia Ekmeği,Turkey,"İtalyan mutfağının lezzetli ve aromatik ekmeği focaccia, her öğüne keyif katmak için ideal bir seçimdir.",Ana Yemek,"[""1,5 tatlı kaşığı maya"", ""1 çay bardağı ılık su"", ""1 çay bardağı un""]","[""Ön mayalama için aktif maya ve ılık suyu derin bir kaba alıp karıştırın."", ""Üzerine 1 çay bardağı unu eleyerek ekleyin ve iyice karıştırın."", ""Üzerini kapatıp 20 dakika bekletin."", ""Başka bir kapta ılık su ve zeytinyağını karıştırın."", ""Beklettiğiniz mayalı karışımın üzerine ılık su ve zeytinyağı karışımını ekleyip karıştırın."", ""Karışımın üzerine unu eleyin."", ""Tuz ve biberiyeyi ilave edip spatula veya kaşık ile karıştırın."", ""Hamuru elinizle alttan üste doğru katlayarak toparlayın."", ""Ayrı bir derin kabın içine 2 yemek kaşığı zeytinyağını dökün. Hazırladığınız yumuşak hamuru bu kabın içine alıp üzerini kapatın ve 40 dakika bekletin."", ""Zeytinleri, domatesleri, biberiyeleri hamura yerleştirin. Tuzu da serpin. Önceden ısıtılmış 180 derecelik fırında pişirin."", ""Focaccia ekmeği tarifiniz hazır. Afiyet olsun.""]"
77e3229e-52a2-4349-a9f4-54bd06d2a1fc,Airfryer'da Çıtır Tavuk Dilimleri,Turkey,"Airfryer'da hazırlanan çıtır tavuk dilimleri, pratik ve lezzetli bir atıştırmalık alternatifidir.",Tavuk Yemekleri,"[""1 adet tavuk göğsü (200 gram)"", ""1 adet yumurta"", ""1/2 su bardağı un"", ""1/2 su bardağı galeta unu"", ""1 çay kaşığı tuz"", ""1 çay kaşığı karabiber"", ""3 yemek kaşığı sıvı yağ""]","[""Tavuk göğsünü 1 cm kalınlığında şeritler halinde kesin."", ""Yumurtayı, unu ve galeta ununu farklı kaplara koyun ve hepsine azar azar tuzla karabiber ekleyin. Her malzemeyi kendi kabının içerisinde karıştırın."", ""Tavuk parçalarını önce yumurtaya, sonra una, ardından tekrar yumurtaya ve son olarak galeta ununa bulayıp kaplayın."", ""Airfryer’ı tavuk modunda çalıştırın ve 3 dakika ısınmaya bırakın."", ""Sıcak hazneyi fırça yardımıyla yağlayın ve tavuk dilimlerini yerleştirin. Tavukların üzerini de yağlayın ve pişirme işlemine başlayın."", ""Her 2-3 dakikada bir hazneyi çıkarıp tavukları sallayarak ters düz edin. İşleme tavuk parçaları kızarana kadar yaklaşık 8 dakika devam edin ve sıcak olarak servis edin.""]"
470157bb-df71-49ef-a5b4-f55af1622efc,Evde Bayram Çikolatası,Turkey,Evde kolayca hazırlayabileceğiniz lezzetli ve özel bayram çikolatası tarifimiz.,Tatlı,"[""280 gram sütlü çikolata"", ""70 gram bitter çikolata"", ""1,5 yemek kaşığı bal"", ""2 yemek kaşığı tereyağı"", ""1/2 paket krema""]","[""Çikolataları aynı kapta benmari usulü eritin."", ""Kremayı kaynayana kadar ısıtıp altını kapatın balı ekleyin."", ""Sonra çikolatayı ekleyin karıştırın en son tereyağı ve kuru meyveleri ekleyip güzelce karıştırın."", ""Soğuması için dolaba kaldırın. Afiyet olsun.""]"
3f1d604e-5238-4c30-8de7-8accce8cdb29,Lieu sauce Dieppoise,France,"lieu jaune, champignons de Paris, crevettes, farine, beurre, crème fraîche épaisse, poivre, sel, court-bouillon",Sauces,"[""2 pavés de lieu jaune"", ""200 g de champignons de Paris"", ""1 petites boîtes de crevettes décortiquées"", ""1.5 cuillères de farine"", ""60 beurre"", ""1 cuillères à soupe de crème fraîche épaisse"", ""poivre"", ""sel"", ""1 court-bouillon (ou bouillon cube de type fonds de veau, de volaille ou de légumes)""]","[""Faire pocher les pavés de lieu dans l'eau froide additionnée de court-bouillon (que vous pouvez préparer avec de l'eau bouillante et un bouillon cube)."", ""Laisser frémir une dizaine de minutes."", ""Egoutter le poisson et garder le liquide de cuisson."", ""Détailler le poisson en lamelles, puis le réserver au chaud."", ""Passer le liquide de cuisson du poisson au chinois."", ""Dans une petite poêle, faire revenir les champignons et laisser dorer légèrement. Saler, poivrer. Réserver."", ""Faire fondre la farine dans le beurre en liant rapidement avec le fumet de poisson. Remuer sans arrêt jusqu'à consistance semi-épaisse."", ""Poivrer légèrement. Ajouter une cuillère de crème fraîche."", ""Mettre les lamelles de poisson dans un plat allant au four."", ""Ajouter les champignons ainsi que les crevettes décortiquées. Recouvrir de la sauce."", ""Passer quelques instants au four avant de servir bien chaud.""]"
1408b515-e8be-4938-bd53-91b4d0da30bb,Çörek Tarifleri,Turkey,"Lezzetli çörek tarifleri koleksiyonumuzla evinizde harikalar yaratın. Her damak zevkine uygun, pratik ve nefis çörekler için en iyi seçenekler.",Ana Yemek,"[""Etimek Tatlısı Tarifi"", ""Damla Çikolatalı Kurabiye"", ""Tatlı Tarifleri Spoonful Mozaik Pasta Çikolatalı Sufle İrmik Helvası Fırın Sütlaç Profiterol Revani Magnolia"", ""Kahvaltılık Tarifler Pancake Krep Pişi Kuymak Kaygana Kahvaltılık Sos Menemen Muhlama Yumurtalı Ekmek Omlet"", ""Omlet""]","[""Her gün yemek yapıyor olmanın belki de en zor noktası hangi yemeği yapacağını uzun uzun düşünmek, evdeki malzemelere de uygun olarak \""Bugün ne pişirsem?\"" derdine çare aramaktır. Akşama ne pişirsem der"", ""'Yumurta haşlamakta ne var'' demeyin! Zamanın çok önemli rol oynadığı bir pişirme sürecinden bahsedeceğiz şimdi sizlere. Ocaklarınızın başında olun ve saatlerinizi ayarlayın. Mükemmel kıvamlı yumurtal"", ""En lezzetlisinden birbirinden farklı haşhaşlı çörek tarifleriyle çay saatleri artık çok daha lezzetli, çok daha renkli olacak. Haşhaşı siz de hamur işi tariflerine çok yakıştıranlardansanız bu çörekle"", ""Öğle ya da akşam yemeğine misafir davet ettiğinizde, çay saati davetlerinde \""Ben şimdi ne pişireceğim?\"", \""Nasıl bir menü hazırlamalıyım?\"", \""Misafire ne yapsam?\"" diye düşünenleriniz varsa birbirinden ş""]"
bb811b81-35f8-4c8d-9925-c4dad3f080d9,Akdeniz Tostu,Turkey,Zeytin ezmesi ve zeytinyağı ile hazırlanan pratik ve lezzetli Akdeniz tostu.,Ana Yemek,"[""1 tatlı kaşığı zeytin ezmesi"", ""2 yemek kaşığı zeytinyağı"", ""Etimek Tatlısı Tarifi"", ""Soğuk Çay"", ""Damla Çikolatalı Kurabiye"", ""Tatlı Tarifleri Spoonful Mozaik Pasta Çikolatalı Sufle İrmik Helvası Fırın Sütlaç Profiterol Revani Magnolia"", ""Kahvaltılık Tarifler Pancake Krep Pişi Kuymak Kaygana Kahvaltılık Sos Menemen Muhlama Yumurtalı Ekmek Omlet"", ""Omlet""]","[""Ekmeklere fırça yardımıyla zeytinyağ sürün. Daha sonra zeytin ezmzesi sürün."", ""Üzerine kaşar ve domates en sonra ince ince doğradığınız yeşillikleri ekleyin."", ""Tost makinesinde kaşarlar eriyene kadar arkalı önlü 3-4 dakika kadar pişirin."", ""Ardından sıcak sıcak servis edin. Afiyetler olsun.""]"
c814f67d-ded8-4592-8a4c-41b6a8fc97a8,Susamlı Çubuk,Turkey,"Susamlı Çubuk, çay saatlerinin vazgeçilmez, lezzetli ve pratik bir atıştırmalığıdır.",Ana Yemek,"[""125 gram oda sıcaklığında tereyağı"", ""1/2 çay bardağı sıvı yağ"", ""1 adet yumurta akı"", ""2 yemek kaşığı sirke"", ""1 tatlı kaşığı tuz"", ""1 tatlı kaşığı toz şeker"", ""3,5 su bardağı un""]","[""Tüm malzemeleri karıştırma kabına alın."", ""Unu azar azar ekleyip ele yapışmayan bir hamur yoğurun."", ""Tezgaha pişirme kağıdını serin. Hamuru üzerinde 2 cm kalığında olacak şekilde açın. Üzerine pekmez ve yumurta sarısını karıştırarak sürün."", ""Susam serpin. Eşit büyüklüklerde bıçak yardımıyla çubuklar şekilde keserek fırınlayın."", ""180 derecede 25 dakika pişirin."", ""Çıkınca soğumaya bırakın."", ""Oda sıcaklığında tamamen soğuduğunda servis edin. Afiyetler olsun.""]"
7f493bd7-a907-4719-acc6-57a48a2fb0cb,Receta de Pabellón criollo colombiano,Spain,Aprende a preparar Pabellón criollo colombiano con esta rica y fácil receta. Con nuestras dos tazas de arroz vamos a realizar un arroz blanco común y corriente como se observa en la foto.,Frijoles,"[""350 gramos de frijoles rojos cocinados en potage."", ""150 gramos de cebolla larga o de verdeo cortada muy fina."", ""4 unidades de tomates rojos maduros."", ""10 unidades de platano verde congelado."", ""2 tazas de arroz blanco."", ""200 gramos de tocino de cerdo."", ""Sal."", ""Pimienta.""]","[""Para empezar a realizar nuestra receta de pabellón criollo colombiano o más conocido como bandeja paisa, el primer paso es prealistar todos los ingredientes.Debemos tener en cuenta que hay muchas versiones de este plato y es muy elaborado es decir que en diez pasos no alcanzaría a explicarlo todo yo adapte una versión un poco más corta para que vean que contiene este exquisito plato típico colombiano."", ""Bueno este plato es tipico de la región de antioquia siendo más específicos en la ciudad de Medellín, primero vamos a comenzar con prealistar nuestros plátanos verde congelados, estos vamos a freírlos en abundante aceite hasta que queden bien dorados. Retirar el aceite y llevar aun plato con servilletas para retirar el exceso de grasa."", ""Con nuestras dos tazas de arroz vamos a realizar un arroz blanco común y corriente como se observa en la foto."", ""Cortamos nuestras cebolla de verdeo o larga y nuestros tomates muy finos para realizar un guiso el cual va acompañar nuestro delicioso pabellón criollo colombiano."", ""En este paso se van a realizar los famosos chicharrones que es la parte del tocino de cerdo, debemos asegurarnos que al momento de comprar el tocino este contenga más carne que grasa. Hay muchas versiones en las cuales se realiza el tocino en lo personal yo no lo adiciono ningún tipo de grasa los cocino en soda, lo que hago es llevarlos a fuego medio y cubrirlos totalmente en soda, lo que va a pasar es que el tocino va absorber la soda y una vez el liquido se haya evaporado estos van a empezar a soltar su propia grasa, debemos taparlos y dejar que se doren, como se observa en la foto ellos van a soltar su propia grasa sin necesidad de añadirle aceite es decir se van a dorar en su propia grasa.Apagar el fuego una vez estén dorados y retirar cada tocino aun papel absorbente para retirar el exceso de grasa. Añadir sal al gusto, el corte lo consiguen de esa manera donde compren el tocino lo ideal es servirlo entero así se consume en el pabellón criollo colombiano."", ""Bueno llego el momento del emplatado, como su nombre más lo dice todo se debe servir en una bandeja pues acá es conocido como bandeja paísa más que pabellón criollo colombiano pero son bastantes ingredientes así que lo serví como una estación, servimos lo frijoles que es el alma del plato, el arroz blanco al lado el guiso de cebolla y tomate que generalmente se le adiciona a los plátanos verdes o a los frijoles y en el plato de al lado se encuentra el tocino o chicharrón, el plátano verde y una tajada de aguacate.Hay versiones donde les agregan carne molida cocinada, arepas y huevo frito como es un plato que ya contiene bastantes calorias, preferi realizar esta versión.Si deseas mas recetas típicas colombianas y tienes algún comentario o inquietud por favor escribanos.Disfrutar esta deliciosa receta""]"
a07e698e-529c-45ab-8b24-41a786b1b784,Nougat Parfesi,Turkey,"Lezzetli ve çıtır bir tatlı olan Nougat Parfemi, şeker, bal ve glikoz ile hazırlanan kolay bir tariftir.",Ana Yemek,"[""50 gram toz şeker"", ""50 gram bal"", ""20 gram glikoz"", ""60 gram yumurta beyazı"", ""1/4 çay kaşığı tuz"", ""40 gram file Antep fıstığı""]","[""Toz şeker, bal ve glikozu küçük bir sos tenceresine aktarın. Karamel rengi ve kıvamını alacak olan karışımı 180 dereceye kadar kaynatın."", ""Yumurta beyazlarını ayrı bir karıştırma kabına alın. Tuz ekledikten sonra mikser yardımıyla yüksek devirde krema halini alıp, köpürene kadar çırpın."", ""Hazır duruma gelen karamel karışımını azar azar çırpılmış yumurta beyazlarına ekleyin ve soğuyana kadar tahta bir kaşık yardımıyla yumurta köpüğünü söndürmeden karıştırın."", ""File Antep fıstıklarını önceden ısıtılmış fırında 5 dakika kadar fırınlayın. Servisinde kullanacağınız çilekleri küçük parçalar halinde dilimleyin."", ""Karamelli, çırpılmış yumurta beyazı ve fırınlanan file fıstıkları karıştırdıktan sonra cam servis kabına alın. Derin dondurucuda 30 dakika kadar bekletin."", ""Üzerine çilek dilimleri ve nane yaprakları ile süsledikten sonra bekletmeden servis edin. Sevdiklerinizle paylaşın.""]"
fca4ab97-1985-4bb7-a3ca-be3cdd02f0e2,"Sandwich au poulet, à l'avocat et au bacon",France,"A delicious sandwich featuring grilled chicken, avocado, and bacon on toasted bread.",Sandwich,"[""2 tranche(s) Pain de mie"", ""1 Escalope de poulet"", ""2 tranche(s) Bacon"", ""1 Tomate(s)"", ""0.5 Avocat(s)"", ""1 Salade"", ""Huile"", ""Sel poivre""]","[""Prenez l'avocat, enlevez la peau puis, coupez-le en rondelles."", ""Faites-en de même pour la tomate."", ""Dans une casserole et sur un feu doux, faites cuire l'escalope."", ""Coupez-la en fines tranches."", ""Ensuite, faites revenir les tranches de bacon dans un peu d'huile."", ""Prenez les tranches de pain et, faites-les toaster légèrement."", ""Sur la première tranche de pain de mie, mettez une couche de mayonnaise."", ""Posez dessus un peu de salade puis les tranches de bacon."", ""Ajoutez-y quelques rondelles de tomate, les lamelles de poulet et les tranches d'avocat. Salez et poivrez légèrement."", ""Prenez la seconde tranche de mie de pain toastée."", ""Appliquez-y à nouveau une couche de mayonnaise puis refermez le sandwich."", ""A présent, pressez votre sandwich avec la paume de la main."", ""Servez!""]"
